HPILSQ[HPILS1],HPILSQ[HPILS2],HPILSQ[HPILS3],HPILSQ[HPILS4],HPILSQ[HPILS5],HPILSQ[HPILS6],HPILSQ[HPILS7],HPILSQ[HPILS8],HPILSQ[HPILS9],HPILSQ[HPILS10],HPILSQ[HPILS11],HPILSQ[HPILS12],HPILSQ[HPILS13],HPILSQ[HPILS14],HPILSQ[HPILS15],HPILSQ[HPILS16],HPILSQ[HPILS17],HPILSA,HPILSB,HPILSC,HPILSD,HPILSMAX,HPILSDOM,HPILSRESULT,CommuteTime[In],CommuteTime[Out],OffCampusResps,HomeCity,HomeCity[comment],BB01,BB03,BB02,BB04,BB08,BB05,BB06,BB07,BB11,BB09,BB10,BB14,BB12,BB13,BB16,BB15,BB18,BB17,BBL,BBR,BBA,BBB,BBLR,BBQuadrant,BBAB,BBLabel,BBResults,BBDebug,DontCall,DontCallJusticiation,FS02,FS01,FS07,FS03,FS04,FS05,FS06,FS10,FS08,FS09,FS12,FS11,FS13,FS14,FS16,FS15,FS19,FS17,FS18,FS25,FS20,FS21,FS22,FS23,FS24,FS29,FS26,FS27,FS28,FS36,FS30,FS31,FS32,FS33,FS34,FS35,FS42,FS37,FS38,FS39,FS40,FS41,FS43,FS44,FSActive,FSReflective,FSSensory,FSIntuitive,FSVisual,FSVerbal,FSSequential,FSGlobal,FSActRefCalc,FSSensIntCalc,FSVisVerbCalc,FSSeqGlobCalc,FSIsActive,FSIsReflective,FSActRefStrength,FSActRefLabel,FSIsSensing,FSIsIntuitive,FSSensIntStrength,FSSensIntLabel,FSIsVisual,FSIsVerbal,FSVisVerbStrength,FSVisVerbLabel,FSIsSequential,FSIsGlobal,FSSeqGlobStrength,FSSeqGlobLabel,FSDisplayResults,DUCKAll[DUCK01],DUCKAll[DUCK02],DUCKAll[DUCK03],DUCKAll[DUCK04],DUCKAll[DUCK05],DUCKAll[DUCK06],DUCKAll[DUCK07],DUCKAll[DUCK08],DUCKAll[DUCK09],DUCKAll[DUCK10],DUCKAll[DUCK11],DUCKAll[DUCK12],DUCKRESULT,DUCKCALC,PortableTech[NONE],PortableTech[ANDROID],PortableTech[APHABLET],PortableTech[ATABLET],PortableTech[IPHONE],PortableTech[iPAD],PortableTech[SURFACE],PortableTech[CHROMEBOOK],PortableTech[WINDOWS],PortableTech[LINUX],PortableTech[MACBOOK],PortableTech[other],CommonLanguages[Arabic],CommonLanguages[Chinese],CommonLanguages[Farsi],CommonLanguages[French],CommonLanguages[German],CommonLanguages[Hindi],CommonLanguages[Japanese],CommonLanguages[Korean],CommonLanguages[Malay],CommonLanguages[Russian],CommonLanguages[Slav],CommonLanguages[Spanish],CommonLanguages[Tamil],CommonLanguages[Urdu],CommonLanguages[CustomOther],Farsi[Argue],Farsi[Chat],Farsi[Write],Farsi[Notes],Farsi[Joke],Farsi[Read],English[Argue],English[Chat],English[Write],English[Notes],English[Joke],English[Read],ArabicProficiency[Argue],ArabicProficiency[Chat],ArabicProficiency[Write],ArabicProficiency[Notes],ArabicProficiency[Joke],ArabicProficiency[Read],ChineseDialects[Dialect1],ChineseDialects[Dialect2],ChineseDialects[Dialect3],Chinese[Guan],Chinese[Wu],Chinese[Yue],Chinese[Min],Chinese[Xiang],Chinese[Hakka],Chinese[Gan],Chinese[Jin],Chinese[Other1],French[Argue],French[Chat],French[Write],French[Notes],French[Joke],French[Read],Hindi[Argue],Hindi[Chat],Hindi[Write],Hindi[Notes],Hindi[Joke],Hindi[Read],Malay[Argue],Malay[Chat],Malay[Write],Malay[Notes],Malay[Joke],Malay[Read],Japanese[Argue],Japanese[Chat],Japanese[Write],Japanese[Notes],Japanese[Joke],Japanese[Read],Korean[Argue],Korean[Chat],Korean[Write],Korean[Notes],Korean[Joke],Korean[Read],German[Argue],German[Chat],German[Write],German[Notes],German[Joke],German[Read],OtherLanguages[Other1],OtherLanguages[Other2],OtherLanguages[Other3],OtherLanguages[Other4],Slav[Argue],Slav[Chat],Slav[Write],Slav[Notes],Slav[Joke],Slav[Read],Russian[Argue],Russian[Chat],Russian[Write],Russian[Notes],Russian[Joke],Russian[Read],Tamil[Argue],Tamil[Chat],Tamil[Write],Tamil[Notes],Tamil[Joke],Tamil[Read],Spanish[Argue],Spanish[Chat],Spanish[Write],Spanish[Notes],Spanish[Joke],Spanish[Read],Urdu[Argue],Urdu[Chat],Urdu[Write],Urdu[Notes],Urdu[Joke],Urdu[Read],Guan[Argue],Guan[Chat],Guan[Write],Guan[Notes],Guan[Joke],Guan[Read],Wu[Argue],Wu[Chat],Wu[Write],Wu[Notes],Wu[Joke],Wu[Read],Yue[Argue],Yue[Chat],Yue[Write],Yue[Notes],Yue[Joke],Yue[Read],Min[Argue],Min[Chat],Min[Write],Min[Notes],Min[Joke],Min[Read],Xiang[Argue],Xiang[Chat],Xiang[Write],Xiang[Notes],Xiang[Joke],Xiang[Read],ChineseDialect3[Argue],ChineseDialect3[Chat],ChineseDialect3[Write],ChineseDialect3[Notes],ChineseDialect3[Joke],ChineseDialect3[Read],Hakka[Argue],Hakka[Chat],Hakka[Write],Hakka[Notes],Hakka[Joke],Hakka[Read],Gan[Argue],Gan[Chat],Gan[Write],Gan[Notes],Gan[Joke],Gan[Read],Jin[Argue],Jin[Chat],Jin[Write],Jin[Notes],Jin[Joke],Jin[Read],ChineseDialect1[Argue],ChineseDialect1[Chat],ChineseDialect1[Write],ChineseDialect1[Notes],ChineseDialect1[Joke],ChineseDialect1[Read],ChineseDialect2[Argue],ChineseDialect2[Chat],ChineseDialect2[Write],ChineseDialect2[Notes],ChineseDialect2[Joke],ChineseDialect2[Read],OtherLang2[Argue],OtherLang2[Chat],OtherLang2[Write],OtherLang2[Notes],OtherLang2[Joke],OtherLang2[Read],OtherLang3[Argue],OtherLang3[Chat],OtherLang3[Write],OtherLang3[Notes],OtherLang3[Joke],OtherLang3[Read],OtherLang4[Argue],OtherLang4[Chat],OtherLang4[Write],OtherLang4[Notes],OtherLang4[Joke],OtherLang4[Read],OtherLang1[Argue],OtherLang1[Chat],OtherLang1[Write],OtherLang1[Notes],OtherLang1[Joke],OtherLang1[Read],EngrMotivation,GeneralMotivations[MOST],GeneralMotivations[SECOND],GeneralMotivations[THIRD],CEABAttributes,RankBySelf[1],RankBySelf[2],RankBySelf[3],RankBySelf[4],RankBySelf[5],RankBySelf[6],RankBySelf[7],RankBySelf[8],RankBySelf[9],RankBySelf[10],RankBySelf[11],RankBySelf[12],RankByIndustry[1],RankByIndustry[2],RankByIndustry[3],RankByIndustry[4],RankByIndustry[5],RankByIndustry[6],RankByIndustry[7],RankByIndustry[8],RankByIndustry[9],RankByIndustry[10],RankByIndustry[11],RankByIndustry[12],RankByLearning[1],RankByLearning[2],RankByLearning[3],RankByLearning[4],RankByLearning[5],RankByLearning[6],RankByLearning[7],RankByLearning[8],RankByLearning[9],RankByLearning[10],RankByLearning[11],RankByLearning[12],AccessProfile,AccessBBA
U,S,R,R,S,U,S,S,U,U,U,R,S,U,R,S,S,4,5,3,5,5,Assimilator,,20,20,N,T,I live in downtown Toronto,B,B,B,B,B,A,A,B,A,A,A,A,B,A,A,B,A,B,4,5,5,4,R,RA,A,Driver,,,N,,A,A,A,A,B,A,B,B,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B,A,B,A,A,A,B,A,A,A,10,1,5,6,10,1,8,3,9,-1,9,5,,1,very strongly,very strongly Reflective,,1,slightly,slightly Intuitive,,1,very strongly,very strongly Verbal,,1,moderately,moderately Global,,S,M,NM,M,S,M,NM,VM,NM,VM,S,VM,,3.3,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I chose to do engineering because I had exposure to engineering through the Jr. DEEP both as a volunteer and a camper. The idea of using math and science, both of which are disciplines I enjoy, to creatively solve problems in the world really spoke to me as something I wished to do more of. As well, engineering seemed like a path I could take to learn more about the world around us. I chose engineering in the hopes of meeting more like-minded individuals and learn more about the engineering lifestyle and community as a whole.",Having fun,Learning,Being acknowleged,,GA02,GA04,GA07,GA06,GA08,GA05,GA12,GA01,GA09,GA03,GA11,GA10,GA10,GA09,GA12,GA07,GA06,GA08,GA11,GA02,GA04,GA05,GA01,GA03,GA04,GA08,GA11,GA02,GA05,GA07,GA06,GA09,GA03,GA12,GA01,GA10,Y,Y
S,U,S,S,R,R,S,H,U,S,U,S,U,U,R,R,U,0,3,5,9,9,Diverger,,90,90,Y,Mi,,B,B,A,A,B,A,B,A,A,A,A,A,B,B,A,B,A,A,5,4,6,3,L,LA,A,Analytical,,,Y,"If I raise my hand, or have something to contribute, I would like to be called upon directly in order to be given the opportunity to share my statement or question with others. If I do not have something to contribute, I feel uncomfortable when I am put on the spot.",B,A,A,A,B,B,B,B,B,B,A,A,B,B,B,A,A,B,B,A,A,B,B,A,A,B,A,A,B,A,A,A,B,A,B,A,B,B,B,B,A,B,A,A,3,8,2,9,10,1,6,5,-5,-7,9,1,,1,moderately,moderately Reflective,,1,moderately,moderately Intuitive,,1,very strongly,very strongly Verbal,,1,slightly,slightly Global,,S,NM,VM,S,NM,VM,S,M,M,S,S,M,,3.3,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"My initial interest in engineering stemmed from being passionate about and ""good at"" math and science. In high school, I loved biology, physics, art, and math. I wanted to enter a field that would not only make me employable, but would let me continue to grow as an individual. I sought out a program that would challenge me, yet ultimately be rewarding and (hopefully) allow me to make a difference in the lives of others. I considered both the healthcare field and the engineering field.
I ended up at St. Clair College where I completed a three-year advanced diploma in Biomedical Engineering Technology. Throughout this program, I discovered that I love the biomedical field, but I would prefer to design new technologies rather than service current medical devices. In pursuit of this goal I applied to Engineering Science at the University of Toronto and hope to specialize in the biomedical field.  ",Making a positive impact; improving lives and advancing technologies,Continually learning and expanding my mind,"Finding my version of success in all aspects of the word -- financially, socially, emotionally, spiritually and physically ",,GA12,GA02,GA04,GA05,GA09,GA06,GA01,GA03,GA07,GA08,GA10,GA11,GA11,GA07,GA08,GA10,GA01,GA02,GA06,GA05,GA03,GA04,GA09,GA12,GA04,GA05,GA02,GA03,GA01,GA07,GA06,GA11,GA08,GA09,GA10,GA12,Y,Y
U,S,U,R,U,S,S,S,U,R,S,R,S,S,S,S,S,7,3,3,4,7,Accommodator,,15,15,N,T,,B,A,B,B,A,A,B,A,A,B,B,A,A,A,A,B,A,B,5,4,5,4,L,LA,A,Analytical,,,Y,I feel more comfortable expressing my opinions in smaller groups and extensively observing the thoughts and ideas of others before completely formulating my own.,B,B,A,A,A,B,B,B,A,B,A,A,B,B,B,A,A,B,B,B,B,B,B,A,B,B,B,A,B,B,B,A,B,B,B,A,B,B,B,B,B,B,B,A,0,11,0,11,9,2,4,7,-11,-11,7,-3,,1,very strongly,very strongly Reflective,,1,very strongly,very strongly Intuitive,,1,moderately,moderately Verbal,,1,slightly,slightly Global,,S,VM,M,S,VM,M,VM,VM,NAA,S,M,S,,2.1,,Y,,,,,,,Y,,,,,,,Y,,,,,,,,,,,Y,,,,,,,Comfy,Comfy,Manag,Manag,Comfy,Comfy,,,,,,,,,,,,,,,,,,,Manag,Manag,Comfy,Frust,Manag,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manag,Frust,Frust,Frust,Manag,Manag,"I chose to undertake an undergraduate degree because in order to advance in my fields of interest (Math, Science, Technology, Design), academic education beyond high school is necessary.

I chose to pursue an Engineering degree, because it incorporates the majority of my interests while being general enough that I may decide on more a specific specialization once I have more experience with it.",Being in a position to influence various aspects of the world positively,"Travel, seeing as much of the world as I can before I die",Understanding the mechanisms behind things,,GA12,GA04,GA02,GA10,GA05,GA07,GA06,GA03,GA11,GA01,GA09,GA08,GA10,GA11,GA08,GA07,GA06,GA09,GA12,GA04,GA05,GA01,GA02,GA03,GA04,GA02,GA01,GA05,GA07,GA03,GA10,GA12,GA09,GA11,GA06,GA08,Y,Y
H,S,U,S,U,R,R,S,R,U,U,S,U,U,S,S,S,5,2,7,3,7,Converger,,15,15,N,T,,B,B,B,A,A,A,B,B,B,B,A,A,A,A,A,B,A,B,2,7,7,2,R,RA,A,Driver,,,N,,B,A,A,A,A,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,B,B,B,A,B,A,A,A,A,B,A,B,7,4,7,4,11,0,7,4,3,3,11,3,,1,slightly,slightly Reflective,,1,slightly,slightly Intuitive,,1,very strongly,very strongly Verbal,,1,slightly,slightly Global,,VM,VM,S,VM,VM,M,S,NM,VM,M,M,M,,3.4,,Y,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,Manag,Manag,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Manag,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I have been fascinated since I'm a child by the way my father thinks, interacts with people and finds disruptive ways of solving problems. He learnt these abilities because of his engineering studies. As we are very similar, I thought Engineering would be the best field for me.",create a revolution in the fields of artificial intelligence and neuroscience,playing chess every day,playing drums everyday,,GA02,GA08,GA03,GA09,GA04,GA01,GA05,GA07,GA06,GA11,GA12,GA10,GA02,GA08,GA10,GA11,GA06,GA07,GA05,GA04,GA01,GA09,GA03,GA12,GA01,GA02,GA08,GA06,GA05,GA04,GA09,GA11,GA03,GA12,GA07,GA10,Y,Y
S,U,S,U,U,S,S,U,S,U,U,U,U,U,S,S,U,1,7,4,5,7,Assimilator,,25,25,N,T,,A,A,B,A,A,A,B,B,B,A,B,A,A,A,A,B,B,B,5,4,5,4,L,LA,A,Analytical,,,N,,A,B,B,A,B,B,B,A,A,A,A,A,A,B,A,A,A,A,B,B,A,B,A,A,A,A,B,A,B,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,6,5,6,5,10,1,9,2,1,1,9,7,,1,slightly,slightly Reflective,,1,slightly,slightly Intuitive,,1,very strongly,very strongly Verbal,,1,moderately,moderately Global,,M,S,S,S,S,VM,NM,NM,M,M,S,M,,3.7,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I chose an undergraduate degree in engineering because it combines my love for math and science. It integrates both fields in a technological sense to determine the best way to solve problems we are presented with. I specifically choose engineering science because I am not entirely confident on what field of engineering i hope to pursue. Engineering science will allow me to gain a solid foundation for two years to make the most informed decision going into third year. Additionally, the theoretical and first principles approach taken in engineering science also interests me.",Learning new and more advanced concepts than in the past,Making enough money to support myself and my family,The ability to use my knowledge to help those around me,,GA01,GA05,GA06,GA04,GA07,GA08,GA09,GA02,GA11,GA12,GA03,GA10,GA06,GA07,GA01,GA10,GA08,GA11,GA02,GA04,GA05,GA03,GA09,GA12,GA01,GA06,GA07,GA04,GA05,GA02,GA11,GA09,GA08,GA10,GA12,GA03,Y,Y
S,R,S,S,S,S,R,S,S,U,S,S,R,S,S,S,S,5,2,6,4,6,Converger,,10,10,Y,T,,B,A,B,A,B,A,A,A,B,A,A,A,A,A,A,B,B,B,5,4,6,3,L,LA,A,Analytical,,,Y,ENGLISH IS MY SECOND LANGUAGE. ,B,A,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,B,A,B,B,A,A,A,A,A,B,B,B,A,A,B,B,A,B,B,A,A,B,B,A,B,3,8,5,6,11,0,7,4,-5,-1,11,3,,1,moderately,moderately Reflective,,1,slightly,slightly Intuitive,,1,very strongly,very strongly Verbal,,1,slightly,slightly Global,,M,NM,M,NM,M,NM,NM,S,NM,VM,M,S,,2.9,,Y,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Frust,Manag,Frust,Frust,Manag,Frust,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Manag,Manag,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I'm good at math and science. Also, I want to help people around the world to solve real life problems. ",Interest,Meeting smart people ,Easy to find a job,,GA02,GA01,GA04,GA06,GA05,GA12,GA11,GA03,GA10,GA07,GA08,GA09,GA09,GA07,GA02,GA01,GA04,GA03,GA06,GA08,GA11,GA05,GA10,GA12,GA04,GA01,GA03,GA05,GA02,GA06,GA08,GA07,GA12,GA09,GA11,GA10,Y,Y
R,S,U,R,U,U,S,S,U,S,U,S,S,S,U,U,U,3,4,6,4,6,Converger,,25,25,N,T,,B,A,B,B,B,B,A,A,A,B,A,A,A,A,A,B,B,B,4,5,5,4,R,RA,A,Driver,,,Y,"I do like to present my opinions and ideas to peers and teaching team. However, English is my second or even third language so I might not express my feelings just exactly as what I think. I would like to try to improve it but I still have fear of talking to a lot of people.",A,A,A,A,B,B,B,B,B,B,A,A,B,B,A,B,A,A,B,B,A,B,A,A,A,A,A,A,B,B,B,A,A,B,B,A,A,B,A,A,B,B,B,A,4,7,5,6,9,2,6,5,-3,-1,7,1,,1,slightly,slightly Reflective,,1,slightly,slightly Intuitive,,1,moderately,moderately Verbal,,1,slightly,slightly Global,,VM,M,NM,NM,M,NM,NAA,NM,VM,M,S,NAA,,3.3,,,,,Y,Y,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,Manag,Comfy,Comfy,Manag,Manag,Comfy,,,,,,,,,,Y,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Manag,Comfy,Comfy,Manag,,,,,,,Comfy,Comfy,Manag,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,Manag,Manag,Frust,Frust,Manag,Manag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"First of all, I think I am good at Math and Physics and engineering is based of them much. I think my theoretical knowledge of Mat and Physics can help me to do well in an engineering program and raise my interest towards it. Further, I think one of my dreams is to make the world better even a little bit. As a result, an engineering degree may give me many opportunities to do it.",My family's support,Achieving my own goal,Make the world better,,GA01,GA12,GA02,GA04,GA06,GA08,GA10,GA03,GA09,GA11,GA05,GA07,GA06,GA08,GA01,GA04,GA11,GA02,GA07,GA05,GA10,GA12,GA09,GA03,GA01,GA07,GA06,GA08,GA09,GA05,GA02,GA04,GA10,GA03,GA11,GA12,Y,Y
S,U,S,H,U,U,S,U,S,S,S,R,S,R,R,S,S,6,5,3,3,6,Accommodator,,20,20,N,T,,B,B,B,B,A,B,A,B,A,A,B,A,B,A,A,B,B,B,3,6,4,5,R,RB,B,Expressive,,,N,,A,B,A,A,B,B,A,B,B,A,A,B,A,A,A,B,A,B,A,B,B,A,B,A,B,A,A,B,B,B,A,A,A,A,B,A,A,A,B,A,B,A,A,A,7,4,7,4,8,3,4,7,3,3,5,-3,,1,slightly,slightly Reflective,,1,slightly,slightly Intuitive,,1,moderately,moderately Verbal,,1,slightly,slightly Global,,VM,S,NAA,M,NM,VM,VM,NM,M,S,NM,S,,3.8,,,,,Y,,Y,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,Comfy,Comfy,Comfy,Manag,Manag,Manag,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I always liked to figure out how things work an I enjoyed learning the math and science in school. So I chose engineering for my undergrad. Also, I liked the program offered by Engsci because they are challenging and can help me determine what I want to do in the future",to know things people don't ,help build a better world ,earn enough money ,,GA08,GA10,GA12,GA06,GA07,GA03,GA02,GA04,GA09,GA11,GA05,GA01,GA08,GA10,GA11,GA01,GA06,GA07,GA03,GA02,GA04,GA09,GA12,GA05,GA08,GA10,GA12,GA01,GA07,GA06,GA02,GA03,GA04,GA05,GA11,GA09,Y,Y
S,S,S,H,U,U,S,U,S,R,S,S,S,S,U,S,R,5,4,5,3,5,Accommodator,,15,15,N,T,,B,A,B,B,A,B,A,A,B,A,B,A,A,A,A,B,A,B,4,5,6,3,R,RA,A,Driver,,,N,,A,A,A,B,B,A,A,B,B,A,B,A,B,A,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,A,B,A,8,3,7,4,8,3,6,5,5,3,5,1,,1,moderately,moderately Reflective,,1,slightly,slightly Intuitive,,1,moderately,moderately Verbal,,1,slightly,slightly Global,,NM,VM,M,NM,VM,S,M,VM,NM,NM,M,S,,1.9,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Manag,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"It was the one program that I felt I was interested in learning the material of, and the only field that I would ultimately enjoy working in.",Interest in learning,Doing fun and exciting things,Anxiety about not doing work...,,GA02,GA01,GA05,GA04,GA06,GA03,GA07,GA08,GA11,GA09,GA10,GA12,GA01,GA08,GA02,GA07,GA06,GA05,GA04,GA11,GA09,GA03,GA10,GA12,GA02,GA04,GA01,GA06,GA05,GA03,GA07,GA11,GA08,GA09,GA10,GA12,Y,Y
U,U,S,S,S,U,R,R,S,S,U,R,S,U,S,S,S,3,6,7,1,7,Converger,,25,25,N,T,,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,9,0,7,2,L,LA,A,Analytical,,,N,,A,A,A,A,B,B,B,A,A,A,A,B,B,A,A,A,A,B,B,B,A,B,A,A,B,A,B,B,B,A,A,A,A,A,B,A,A,A,A,A,B,B,A,A,6,5,7,4,9,2,7,4,1,3,7,3,,1,slightly,slightly Reflective,,1,slightly,slightly Intuitive,,1,moderately,moderately Verbal,,1,slightly,slightly Global,,S,NM,VM,M,VM,M,S,M,VM,NM,S,M,,3,,,,,Y,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,Manag,Comfy,Comfy,Comfy,Manag,Comfy,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manag,Comfy,Comfy,Comfy,Manag,Manag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It provides the opportunity to get to know how things work and what we can do to improve them. An undergraduate degree in Engineering can make me more competitive when I apply for jobs in the future. The problem solving skill that I will develop is a lifelong skill that will help me fit into the society.,Making enough money that I can buy things I want to buy,Becoming a better person,More knowledge,,GA02,GA03,GA07,GA01,GA05,GA06,GA09,GA04,GA11,GA10,GA08,GA12,GA08,GA10,GA11,GA02,GA01,GA03,GA04,GA05,GA07,GA06,GA09,GA12,GA02,GA03,GA01,GA05,GA04,GA08,GA07,GA06,GA09,GA11,GA10,GA12,Y,Y
U,S,R,R,S,U,S,S,S,U,U,S,S,S,S,R,S,2,7,5,3,7,Assimilator,,20,20,N,T,,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,7,2,9,0,L,LA,A,Analytical,,,Y,"easily get nervous, unable to talk confidently",A,B,B,B,B,B,B,A,A,B,B,A,B,A,B,B,A,B,A,B,A,B,A,A,B,B,A,B,B,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,2,9,9,2,5,6,2,9,-7,7,-1,-7,,1,moderately,moderately Reflective,,1,moderately,moderately Intuitive,,1,slightly,slightly Verbal,,1,moderately,moderately Global,,M,S,NM,NM,NM,NM,NM,S,M,NM,NM,NM,,3.2,,Y,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,Manag,Frust,Manag,Manag,Frust,Comfy,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Manag,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Learn something practical which is different from what I learned before.
Easier to know a certain group of people by having the same class as I can have trouble making new friends.
PEY program can give me a great oppurtunity to find a job more easily.
Chanllenge myself in a more competitive place and help me learn more staff.",Knowing things that few other people do,helping me learn more knowledge and practical things,Knowing more great people and learning from them,,GA08,GA01,GA02,GA06,GA11,GA07,GA04,GA03,GA12,GA09,GA10,GA05,GA08,GA01,GA06,GA02,GA03,GA04,GA07,GA09,GA11,GA05,GA10,GA12,GA01,GA02,GA08,GA07,GA06,GA11,GA03,GA04,GA10,GA05,GA09,GA12,Y,Y
